n, m, fronteraHConstructiva, fronteraBLocal, fronteraGrasp, tiempoHConstructiva, tiempoBLocal, tiempoGrasp
200, 18821, 2428, 6828, 7192, 1827056, 1067460, 169583450
200, 18841, 3069, 7097, 7539, 1995164, 1246673, 171737019
200, 18861, 3146, 6926, 7225, 1326992, 1193519, 166141143
200, 18881, 3102, 7110, 7330, 1406506, 1096757, 171448761
200, 18901, 2958, 7333, 7429, 2392657, 1503107, 171326113
200, 18921, 3157, 7308, 7533, 1915540, 1104482, 169592559
200, 18941, 3024, 7350, 7530, 1995558, 1351511, 171493928
200, 18961, 3131, 7243, 7710, 1990782, 1272225, 171649500
200, 18981, 3334, 7469, 7683, 2348042, 1336666, 171707225
200, 19001, 3157, 7540, 7894, 1915881, 1301464, 178748364
200, 19021, 3373, 7483, 7764, 2152311, 1297868, 171239659
200, 19041, 2734, 7471, 7811, 1286606, 1065092, 174632510
200, 19061, 3018, 7650, 8104, 1535006, 1456117, 179085782
200, 19081, 3231, 7961, 8112, 2303104, 1670478, 175099056
200, 19101, 3225, 7940, 8162, 1360924, 1474191, 178820476
200, 19121, 2922, 7818, 8152, 1727387, 1667109, 172880059
200, 19141, 3655, 7983, 8389, 1297658, 1568514, 183477819
200, 19161, 3147, 7987, 8261, 1890256, 1488310, 174439040
200, 19181, 3658, 8296, 8586, 1386506, 1710018, 179159078
200, 19201, 3360, 8351, 8367, 1327727, 1671634, 178283282
200, 19221, 3313, 7931, 8386, 1310499, 1416916, 182782180
200, 19241, 3833, 8389, 8509, 1302334, 1632614, 188668988
200, 19261, 3645, 8381, 8590, 1649824, 1813251, 178015988
200, 19281, 3228, 8573, 8708, 1496019, 1801728, 182994275
200, 19301, 4102, 8763, 8910, 1552454, 2159032, 190992244
200, 19321, 4131, 8724, 8920, 1339407, 1922692, 194429192
200, 19341, 4581, 8931, 9063, 1345446, 2472207, 200422042
200, 19361, 4363, 8900, 9101, 1605804, 2381279, 193125920
200, 19381, 4489, 8937, 9135, 1361471, 2094369, 194950585
200, 19401, 4422, 9196, 9296, 1404257, 2188011, 192511585
200, 19421, 4724, 9201, 9320, 1355213, 2347823, 202939551
200, 19441, 5027, 9354, 9482, 1821424, 2757975, 210525279
200, 19461, 5244, 9448, 9540, 1435787, 2814937, 213459861
200, 19481, 4377, 9450, 9534, 1379628, 2912151, 215880851
200, 19501, 4024, 9448, 9586, 1389742, 2571901, 205504402
200, 19521, 6134, 9612, 9665, 1516031, 3224776, 213134771
200, 19541, 4832, 9661, 9696, 1462504, 3095842, 214166904
200, 19561, 5864, 9711, 9740, 1544623, 3474534, 222317078
200, 19581, 5452, 9715, 9738, 1454254, 3100722, 212637020
200, 19601, 5108, 9754, 9783, 1765995, 2957389, 222161480
200, 19621, 6236, 9787, 9809, 1533727, 3392277, 223411709
200, 19641, 7086, 9824, 9837, 1710207, 2506575, 205795734
200, 19661, 6431, 9837, 9849, 1665259, 1831026, 186770293
200, 19681, 7409, 9857, 9871, 2144957, 1943709, 189036618
200, 19701, 6625, 9864, 9882, 1610052, 2024004, 194078834
200, 19721, 8153, 9891, 9901, 2216734, 1214072, 177606495
200, 19741, 8229, 9901, 9926, 1760456, 881426, 168323372
200, 19761, 9151, 9927, 9946, 1847171, 565792, 167311267
200, 19781, 9711, 9957, 9964, 2617593, 93569, 158224430
200, 19801, 9836, 9972, 9978, 2772304, 84311, 155592909
200, 19821, 9992, 9992, 9992, 1926576, 12160, 165069312
200, 19841, 9999, 9999, 9999, 2917287, 14041, 155290632
200, 19861, 10000, 10000, 10000, 3245437, 13375, 156020666
200, 19881, 10000, 10000, 10000, 4042529, 13124, 151822221
